Time, Low-pass (2st partial)
1.923660, 220.662399
1.925174, 222.484711
1.926689, 224.959793
1.928204, 224.470215
1.929718, 230.698700
1.931233, 236.954376
1.932748, 239.837433
1.934262, 237.906326
1.935777, 236.084030
1.937292, 231.242676
1.938807, 227.462067
1.940321, 221.641556
1.941836, 217.425766
1.943351, 213.699554
1.944865, 212.693207
1.946380, 211.034088
1.947895, 210.952499
1.949409, 213.046799
1.950924, 217.235382
1.952439, 219.166489
1.953953, 223.110275
1.955468, 225.857346
1.956983, 227.326065
1.958498, 227.788437
1.960012, 229.012375
1.961527, 229.501953
1.963042, 229.610748
1.964556, 231.106674
1.966071, 236.464798
1.967586, 238.368713
1.969100, 239.429459
1.970615, 237.008774
1.972130, 235.458450
1.973644, 235.703247
1.975159, 234.642502
1.976674, 233.445755
1.978189, 231.922638
1.979703, 229.393158
1.981218, 230.209122
1.982733, 231.405853
1.984247, 233.064972
1.985762, 233.554550
1.987277, 234.370514
1.988791, 235.540054
1.990306, 235.893631
1.991821, 233.554550
1.993335, 235.648849
1.994850, 235.866440
1.996365, 235.648849
1.997880, 235.023270
1.999394, 237.715942
2.000909, 240.979767
2.002424, 242.421295
2.003938, 243.917221
2.005453, 247.888229
2.006968, 248.024216
2.008482, 249.275360
2.009997, 249.819321
2.011512, 250.444901
2.013026, 249.764923
2.014541, 247.888229
2.016056, 245.249954
2.017570, 243.128464
2.019085, 241.686935
2.020600, 244.053223
2.022115, 245.222763
2.023629, 244.270813
2.025144, 242.938080
2.026659, 243.318863
2.028173, 241.496552
2.029688, 239.619843
2.031203, 237.226364
2.032717, 237.607147
2.034232, 238.695084
2.035747, 240.082214
2.037261, 239.293457
2.038776, 238.015121
2.040291, 235.648849
2.041806, 236.627991
2.043320, 237.879135
2.044835, 240.843781
2.046350, 243.128464
2.047864, 246.147507
2.049379, 246.718689
2.050894, 247.534637
2.052408, 247.779434
2.053923, 249.275360
2.055438, 249.084961
2.056952, 252.647980
2.058467, 253.491135
2.059982, 254.307098
2.061496, 251.777634
2.063011, 249.683334
2.064526, 248.024216
2.066041, 249.329758
2.067555, 247.643433
2.069070, 250.118515
2.070585, 250.852875
2.072099, 253.137558
2.073614, 253.463943
2.075129, 253.545532
2.076643, 252.240005
2.078158, 251.260849
2.079673, 246.691483
2.081187, 248.377792
2.082702, 249.112167
2.084217, 251.995209
2.085732, 253.273544
2.087246, 254.606277
2.088761, 252.539185
2.090276, 252.212799
2.091790, 250.771271
2.093305, 251.233658
2.094820, 250.336105
2.096334, 252.321594
2.097849, 253.953522
2.099364, 256.972565
2.100878, 258.060516
2.102393, 261.324341
2.103908, 261.977112
2.105423, 262.929047
2.106937, 263.554626
2.108452, 264.044189
2.109967, 261.215546
2.111481, 257.054169
2.112996, 252.104004
2.114511, 251.233658
2.116025, 249.710526
2.117540, 249.492935
2.119055, 250.825668
2.120569, 254.524689
2.122084, 259.801208
2.123599, 264.180206
2.125114, 264.506592
2.126628, 265.050568
2.128143, 264.533783
2.129658, 266.192902
2.131172, 266.437683
2.132687, 267.308044
2.134202, 265.948120
2.135716, 263.119446
2.137231, 260.453979
2.138746, 259.447632
2.140261, 254.143906
2.141775, 251.016068
2.143290, 252.756775
2.144805, 258.169312
2.146319, 259.012451
2.147834, 258.359680
2.149349, 257.516541
2.150863, 260.345184
2.152378, 262.521088
2.153893, 267.090454
2.155407, 268.831146
2.156922, 270.354279
2.158437, 271.714203
2.159952, 276.066010
2.161466, 274.733276
2.162981, 269.973511
2.164496, 267.661621
2.166010, 272.040588
2.167525, 272.366974
2.169040, 271.143036
2.170554, 267.607239
2.172069, 265.349731
2.173584, 259.828430
2.175098, 258.142090
2.176613, 255.449448
2.178128, 256.374207
2.179643, 256.374207
2.181157, 259.121246
2.182672, 259.828430
2.184187, 263.799408
2.185701, 264.724182
2.187216, 268.423187
2.188731, 267.335236
2.190245, 265.920898
2.191760, 260.127594
2.193275, 258.006104
2.194789, 256.754974
2.196304, 258.386902
2.197819, 260.290802
2.199334, 271.687012
2.200848, 275.658020
2.202363, 281.396912
2.203878, 281.913696
2.205392, 285.639923
2.206907, 283.464020
2.208422, 282.620850
2.209936, 281.777710
2.211451, 286.537476
2.212966, 285.503906
2.214481, 288.169373
2.215995, 286.183868
2.217510, 286.673462
2.219025, 283.735992
2.220539, 284.959930
2.222054, 280.580963
2.223569, 278.459473
2.225083, 274.298096
2.226598, 277.262726
2.228113, 276.773163
2.229627, 275.712402
2.231142, 273.291748
2.232657, 277.072357
2.234172, 276.800354
2.235686, 277.181152
2.237201, 277.806702
2.238716, 283.817596
2.240230, 284.388763
2.241745, 287.652618
2.243260, 288.250977
2.244774, 292.466766
2.246289, 292.684357
2.247804, 295.785004
2.249318, 297.090515
2.250833, 299.320801
2.252348, 300.925537
2.253863, 307.942780
2.255377, 307.154022
2.256892, 305.957275
2.258407, 300.925537
2.259921, 298.069672
2.261436, 291.460419
2.262951, 289.665314
2.264465, 288.930939
2.265980, 290.862030
2.267495, 288.794952
2.269009, 291.188416
2.270524, 293.037933
2.272039, 296.410553
2.273554, 297.716095
2.275068, 301.578308
2.276583, 302.557465
2.278098, 302.720642
2.279612, 300.680756
2.281127, 303.808594
2.282642, 302.965424
2.284156, 304.542938
2.285671, 306.718842
2.287186, 310.336243
2.288700, 310.363464
2.290215, 312.376160
2.291730, 311.832184
2.293245, 312.185760
2.294759, 310.091461
2.296274, 311.723389
2.297789, 311.125031
2.299303, 313.300903
2.300818, 315.694397
2.302333, 321.052521
2.303847, 323.038025
2.305362, 326.029846
2.306877, 325.295502
2.308392, 325.322693
2.309906, 323.010803
2.311421, 322.494049
2.312936, 320.562927
2.314450, 322.874817
2.315965, 323.745178
2.317480, 327.144989
2.318994, 330.109650
2.320509, 336.419739
2.322024, 338.840424
2.323538, 339.928345
2.325053, 340.880310
2.326568, 341.669067
2.328083, 338.160431
2.329597, 338.378021
2.331112, 339.547577
2.332627, 345.504059
2.334141, 349.883057
2.335656, 357.770660
2.337171, 359.157776
2.338685, 359.701752
2.340200, 360.980072
2.341715, 364.325531
2.343229, 361.279266
2.344744, 358.341827
2.346259, 358.804199
2.347774, 365.413452
2.349288, 370.118835
2.350803, 373.409851
2.352318, 372.621094
2.353832, 371.478760
2.355347, 366.338226
2.356862, 364.298309
2.358376, 359.783356
2.359891, 360.436127
2.361406, 363.074371
2.362920, 367.126984
2.364435, 366.311005
2.365950, 368.405304
2.367465, 368.296509
2.368979, 373.137878
2.370494, 375.721741
2.372009, 377.299255
2.373523, 378.713593
2.375038, 380.019135
2.376553, 375.912140
2.378067, 373.681854
2.379582, 371.288361
2.381097, 372.077118
2.382611, 371.832336
2.384126, 372.648285
2.385641, 375.014587
2.387156, 378.604797
2.388670, 380.372711
2.390185, 386.111603
2.391700, 390.327393
2.393214, 396.147888
2.394729, 399.248535
2.396244, 401.016449
2.397758, 404.443481
2.399273, 409.121643
2.400788, 409.856018
2.402303, 408.904053
2.403817, 409.475220
2.405332, 412.059082
2.406847, 410.318390
2.408361, 409.529633
2.409876, 406.020996
2.411391, 403.409943
2.412905, 401.179657
2.414420, 399.982910
2.415935, 400.690063
2.417449, 404.443481
2.418964, 408.387268
2.420479, 413.745422
2.421993, 417.553223
2.423508, 423.101746
2.425023, 425.821594
2.426538, 427.263123
2.428052, 428.351074
2.429567, 427.371918
2.431082, 423.781708
2.432596, 421.415405
2.434111, 421.415405
2.435626, 423.047333
2.437140, 424.244080
2.438655, 425.739990
2.440170, 428.133484
2.441684, 430.336578
2.443199, 431.533295
2.444714, 433.926788
2.446229, 435.313904
2.447743, 439.393707
2.449258, 443.881470
2.450773, 450.164368
2.452287, 458.650330
2.453802, 466.456329
2.455317, 474.126343
2.456831, 479.566071
2.458346, 484.679413
2.459861, 489.167175
2.461375, 490.744690
2.462890, 494.906097
2.464405, 497.462769
2.465919, 496.945984
2.467434, 496.184418
2.468949, 496.211639
2.470464, 494.742889
2.471978, 494.606903
2.473493, 498.251526
2.475008, 499.992249
2.476522, 494.470917
2.478037, 490.554321
2.479552, 489.928741
2.481066, 488.868011
2.482581, 485.658569
2.484096, 480.164429
2.485610, 473.827148
2.487125, 467.979462
2.488640, 470.209747
2.490155, 474.071960
2.491669, 475.078308
2.493184, 475.921448
2.494699, 476.819000
2.496213, 477.091003
2.497728, 478.369324
2.499243, 477.743774
2.500757, 475.622284
2.502272, 475.540680
2.503787, 478.668518
2.505301, 483.210693
2.506816, 487.181671
2.508331, 491.533478
2.509845, 496.075623
2.511360, 502.440125
2.512875, 505.622345
2.514390, 506.764679
2.515904, 508.831787
2.517419, 509.076569
2.518934, 507.961426
2.520448, 502.440125
2.521963, 492.512604
2.523478, 483.482666
2.524992, 483.183472
2.526507, 488.623199
2.528022, 493.382965
2.529536, 495.286865
2.531051, 493.981354
2.532566, 492.050232
2.534081, 487.861664
2.535595, 481.687561
2.537110, 478.124542
2.538625, 476.655823
2.540139, 476.846222
2.541654, 477.988556
2.543169, 478.967712
2.544683, 479.185303
2.546198, 479.838043
2.547713, 480.273224
2.549227, 477.036591
2.550742, 476.655823
2.552257, 482.721100
2.553772, 487.535278
2.555286, 492.131836
2.556801, 496.945984
2.558316, 498.387512
2.559830, 500.019440
2.561345, 503.337677
2.562860, 509.974121
2.564374, 514.543518
2.565889, 517.453735
2.567404, 518.868103
2.568918, 515.957825
2.570433, 510.898895
2.571948, 504.452820
2.573463, 499.257874
2.574977, 495.858032
2.576492, 494.552521
2.578007, 492.703003
2.579521, 492.131836
2.581036, 494.280518
2.582551, 496.864380
2.584065, 499.366669
2.585580, 501.216187
2.587095, 502.521698
2.588610, 504.615997
2.590124, 504.751984
2.591639, 504.480011
2.593154, 503.854431
2.594668, 508.015839
2.596183, 514.353088
2.597698, 519.330444
2.599212, 526.646912
2.600727, 530.209900
2.602242, 531.678650
2.603756, 530.509094
2.605271, 530.318726
2.606786, 530.019531
2.608301, 527.408447
2.609815, 529.203552
2.611330, 530.264282
2.612845, 525.912537
2.614359, 518.949646
2.615874, 517.780151
2.617389, 521.261536
2.618903, 526.891663
2.620418, 531.923401
2.621933, 533.636902
2.623447, 536.275208
2.624962, 544.298767
2.626477, 547.018677
2.627992, 545.060364
2.629506, 542.231689
2.631021, 543.455627
2.632536, 548.541748
2.634050, 557.571716
2.635565, 562.712280
2.637080, 560.536377
2.638594, 557.544495
2.640109, 559.802002
2.641624, 561.678711
2.643138, 563.691406
2.644653, 562.222656
2.646168, 560.753967
2.647683, 559.937988
2.649197, 557.408508
2.650712, 554.824646
2.652227, 554.035889
2.653741, 555.259827
2.655256, 557.517334
2.656771, 557.109314
2.658285, 558.251648
2.659800, 559.666016
2.661315, 560.889954
2.662829, 560.726746
2.664344, 562.168274
2.665859, 564.860962
2.667374, 572.585327
2.668888, 580.037781
2.670403, 586.837402
2.671918, 591.434021
2.673432, 595.323425
2.674947, 599.647949
2.676462, 604.679749
2.677976, 608.841125
2.679491, 611.316162
2.681006, 609.004333
2.682521, 604.353333
2.684035, 596.465759
2.685550, 593.365112
2.687065, 595.078613
2.688579, 598.206421
2.690094, 599.919983
2.691609, 605.495667
2.693123, 606.420410
2.694638, 604.788513
2.696153, 599.511963
2.697667, 593.854675
2.699182, 586.157471
2.700697, 584.008789
2.702212, 581.397705
2.703726, 579.738586
2.705241, 574.897217
2.706756, 570.790222
2.708270, 570.654236
2.709785, 573.183716
2.711300, 578.297058
2.712814, 587.843750
2.714329, 595.867371
2.715844, 601.823853
2.717358, 600.219177
2.718873, 597.118530
2.720388, 598.532837
2.721903, 601.959839
2.723417, 602.395020
2.724932, 605.414062
2.726447, 604.543701
2.727961, 605.114929
2.729476, 602.612610
2.730991, 600.001587
2.732505, 594.235474
2.734020, 590.155640
2.735535, 589.122131
2.737049, 587.136597
2.738564, 583.274414
2.740079, 582.458435
2.741594, 579.385010
2.743108, 578.813843
2.744623, 579.901794
2.746138, 581.397705
2.747652, 584.171936
2.749167, 592.195557
2.750682, 598.614441
2.752196, 602.123047
2.753711, 602.993408
2.755226, 603.319763
2.756741, 599.131226
2.758255, 597.036926
2.759770, 596.465759
2.761285, 600.191956
2.762799, 602.367859
2.764314, 605.930847
2.765829, 609.956238
2.767343, 610.173828
2.768858, 606.556458
2.770373, 604.081360
2.771887, 600.790344
2.773402, 599.647949
2.774917, 602.503845
2.776432, 605.550049
2.777946, 603.510193
2.779461, 602.068665
2.780976, 597.227295
2.782490, 597.825684
2.784005, 600.545532
2.785520, 602.775818
2.787034, 601.334290
2.788549, 602.177429
2.790064, 605.522888
2.791578, 616.103149
2.793093, 624.126709
2.794608, 627.880127
2.796123, 628.696106
2.797637, 629.321655
2.799152, 628.859314
2.800667, 629.784058
2.802181, 628.696106
2.803696, 627.390564
2.805211, 627.744141
2.806725, 633.319885
2.808240, 642.295410
2.809755, 650.862976
2.811269, 656.085144
2.812784, 662.612793
2.814299, 663.483154
2.815814, 665.006287
2.817328, 667.970886
2.818843, 668.134094
2.820358, 665.223877
2.821872, 662.503967
2.823387, 660.681702
2.824902, 664.108704
2.826416, 668.977234
2.827931, 673.410645
2.829446, 671.452332
2.830960, 663.673523
2.832475, 655.649963
2.833990, 657.118652
2.835505, 657.717041
2.837019, 657.798645
2.838534, 655.785950
2.840049, 658.424194
2.841563, 662.041626
2.843078, 667.100586
2.844593, 666.257385
2.846107, 664.652710
2.847622, 661.769653
2.849137, 668.841248
2.850652, 675.341736
2.852166, 680.019897
2.853681, 681.325439
2.855196, 683.202148
2.856710, 679.475952
2.858225, 681.950989
2.859740, 683.610107
2.861254, 691.334534
2.862769, 694.027161
2.864284, 699.058960
2.865798, 699.874878
2.867313, 701.180420
2.868828, 697.807800
2.870342, 700.282898
2.871857, 700.799622
2.873372, 700.935669
2.874887, 692.531250
2.876401, 690.328186
2.877916, 693.292847
2.879431, 703.301941
2.880945, 708.360840
2.882460, 711.951111
2.883975, 711.733521
2.885489, 713.610168
2.887004, 712.359070
2.888519, 712.794250
2.890033, 708.524048
2.891548, 701.887573
2.893063, 694.435181
2.894578, 689.457825
2.896092, 681.216614
2.897607, 682.984558
2.899122, 681.488647
2.900636, 679.149536
2.902151, 675.015381
2.903666, 671.887512
2.905180, 669.630005
2.906695, 668.406067
2.908210, 662.612793
2.909724, 660.137695
2.911239, 656.302734
2.912754, 659.648132
2.914268, 664.734253
2.915783, 671.914734
2.917298, 675.042542
2.918813, 678.605591
2.920327, 679.775085
2.921842, 678.850342
2.923357, 680.999023
2.924871, 685.595642
2.926386, 686.873962
2.927901, 686.493164
2.929415, 690.300964
2.930930, 693.646423
2.932445, 692.966431
2.933959, 695.359924
2.935474, 696.583862
2.936989, 699.113342
2.938504, 698.596558
2.940018, 702.458740
2.941533, 705.042603
2.943048, 708.660034
2.944562, 713.854980
2.946077, 714.589355
2.947592, 713.990967
2.949106, 721.089844
2.950621, 728.759827
2.952136, 736.701843
2.953650, 734.661926
2.955165, 730.772522
2.956680, 724.652832
2.958194, 725.115234
2.959709, 725.958374
2.961224, 730.772522
2.962739, 728.215881
2.964253, 728.215881
2.965768, 722.422546
2.967283, 718.750732
2.968797, 711.461487
2.970312, 705.912964
2.971827, 701.044434
2.973341, 695.087952
2.974856, 684.453247
2.976371, 680.808655
2.977885, 677.816833
2.979400, 679.475952
2.980915, 678.931946
2.982430, 685.242065
2.983944, 691.252930
2.985459, 697.046265
2.986974, 703.029907
2.988488, 705.151428
2.990003, 699.575684
2.991518, 693.945618
2.993032, 686.765137
2.994547, 689.267456
2.996062, 691.851318
2.997576, 699.412537
2.999091, 705.233032
3.000606, 710.482361
3.002121, 714.018188
3.003635, 718.886719
3.005150, 718.995544
3.006665, 718.315552
3.008179, 712.712646
3.009694, 707.463318
3.011209, 703.437927
3.012723, 706.783325
3.014238, 708.632874
3.015753, 706.293762
3.017267, 701.669983
3.018782, 698.378967
3.020297, 694.652771
3.021812, 689.593811
3.023326, 683.229309
3.024841, 680.754272
3.026356, 678.632751
3.027870, 679.584717
3.029385, 682.467773
3.030900, 691.796875
3.032414, 695.387146
3.033929, 697.753418
3.035444, 699.249329
3.036959, 706.565735
3.038473, 710.210388
3.039988, 713.283813
3.041503, 714.453369
3.043017, 716.438843
3.044532, 714.453369
3.046047, 717.662781
3.047561, 716.982849
3.049076, 718.478760
3.050591, 717.037231
3.052105, 717.363586
3.053620, 710.591125
3.055135, 704.226685
3.056650, 692.830444
3.058164, 683.446899
3.059679, 675.396118
3.061194, 675.940125
3.062708, 673.981812
3.064223, 670.935547
3.065738, 668.188477
3.067252, 667.998108
3.068767, 664.843079
3.070282, 664.761475
3.071796, 662.939148
3.073311, 666.638184
3.074826, 673.872986
3.076341, 680.971863
3.077855, 682.875732
3.079370, 685.541199
3.080885, 684.589294
3.082399, 682.766968
3.083914, 674.824951
3.085429, 665.849426
3.086943, 659.593750
3.088458, 656.792297
3.089973, 657.526672
3.091487, 662.558411
3.093002, 664.897461
3.094517, 665.223877
3.096032, 664.054321
3.097546, 669.575623
3.099061, 676.021729
3.100576, 681.978210
3.102090, 684.208496
3.103605, 685.269226
3.105120, 684.154114
3.106634, 687.934692
3.108149, 688.451477
3.109664, 685.840393
3.111178, 683.773315
3.112693, 682.576599
3.114208, 682.603760
3.115723, 682.467773
3.117237, 680.645447
3.118752, 679.883911
3.120267, 679.530334
3.121781, 685.378052
3.123296, 690.464172
3.124811, 691.361755
3.126325, 691.361755
3.127840, 688.859436
3.129355, 689.621033
3.130870, 694.679932
3.132384, 697.780579
3.133899, 698.215759
3.135414, 700.092468
3.136928, 700.201294
3.138443, 696.529480
3.139958, 689.240234
3.141472, 686.248413
3.142987, 692.449646
3.144502, 695.087952
3.146016, 693.646423
3.147531, 690.192200
3.149046, 687.064331
3.150561, 684.698059
3.152075, 684.752441
3.153590, 682.467773
3.155105, 681.407043
3.156619, 681.352661
3.158134, 684.018127
3.159649, 683.854919
3.161163, 681.923828
3.162678, 676.076111
3.164193, 668.950073
3.165707, 666.039795
3.167222, 667.100586
3.168737, 665.196655
3.170252, 662.911987
3.171766, 658.016235
3.173281, 655.649963
3.174796, 651.787720
3.176310, 647.027954
3.177825, 640.935486
3.179340, 640.037903
3.180854, 640.418701
3.182369, 635.794922
3.183884, 629.838440
3.185398, 631.307190
3.186913, 627.852966
3.188428, 623.011597
3.189943, 624.099548
3.191457, 629.403259
3.192972, 632.367920
3.194487, 631.171204
3.196001, 630.980774
3.197516, 634.380615
3.199031, 632.204712
3.200545, 631.551941
3.202060, 626.547424
3.203575, 622.467590
3.205090, 620.373352
3.206604, 622.630798
3.208119, 627.227356
3.209634, 631.171204
3.211148, 632.150330
3.212663, 633.347046
3.214178, 634.271851
3.215692, 637.535645
3.217207, 642.377014
3.218722, 647.299988
3.220236, 648.387878
3.221751, 645.015259
3.223266, 640.853882
3.224781, 644.716064
3.226295, 650.373413
3.227810, 658.913757
3.229325, 661.416016
3.230839, 666.393372
3.232354, 673.573853
3.233869, 679.639099
3.235383, 680.346313
3.236898, 676.756042
3.238413, 673.737000
3.239927, 674.281006
3.241442, 675.396118
3.242957, 681.950989
3.244472, 686.901123
3.245986, 688.614685
3.247501, 686.982727
3.249016, 687.091553
3.250530, 684.888428
3.252045, 684.725281
3.253560, 686.438782
3.255074, 690.028992
3.256589, 694.625549
3.258104, 696.175903
3.259618, 694.734375
3.261133, 691.606506
3.262648, 687.553894
3.264163, 683.773315
3.265677, 682.794189
3.267192, 682.331787
3.268707, 684.126892
3.270221, 688.125061
3.271736, 685.133240
3.273251, 683.066162
3.274765, 679.911133
3.276280, 675.613708
3.277795, 671.479553
3.279309, 669.630005
3.280824, 666.774170
3.282339, 665.713440
3.283854, 659.267334
3.285368, 650.482178
3.286883, 646.239197
3.288398, 642.621826
3.289912, 645.205688
3.291427, 649.367065
3.292942, 652.304504
3.294456, 652.222900
3.295971, 650.618164
3.297486, 650.672607
3.299001, 656.085144
3.300515, 663.673523
3.302030, 666.855774
3.303545, 668.378906
3.305059, 667.236572
3.306574, 662.340820
3.308089, 651.352539
3.309603, 640.092346
3.311118, 635.985352
3.312633, 634.843018
3.314147, 630.219238
3.315662, 625.078674
3.317177, 619.856567
3.318691, 611.044189
3.320206, 604.516541
3.321721, 597.308899
3.323236, 592.739502
3.324750, 592.603516
3.326265, 595.758606
3.327780, 600.654297
3.329294, 599.267212
3.330809, 593.909058
3.332324, 593.011536
3.333838, 593.229126
3.335353, 590.454834
3.336868, 584.933533
3.338382, 581.424927
3.339897, 578.079468
3.341412, 575.876404
3.342927, 570.382263
3.344441, 567.662415
3.345956, 569.892700
3.347471, 573.673279
3.348985, 578.025085
3.350500, 581.071350
3.352015, 585.287109
3.353529, 585.994263
3.355044, 583.464783
3.356559, 583.845581
3.358073, 581.316101
3.359588, 578.405884
3.361103, 574.190063
3.362617, 568.342346
3.364132, 559.584412
3.365647, 552.594360
3.367162, 551.152832
3.368676, 545.305115
3.370191, 535.921631
3.371706, 531.134644
3.373220, 527.136475
3.374735, 522.322327
3.376250, 517.916138
3.377764, 513.673157
3.379279, 509.022186
3.380794, 506.084717
3.382308, 504.833588
3.383823, 504.697601
3.385338, 501.896149
3.386853, 496.918793
3.388367, 497.707550
3.389882, 495.314056
3.391397, 489.765564
3.392911, 481.225189
3.394426, 470.699310
3.395941, 462.675720
3.397455, 460.853424
3.398970, 457.589600
3.400485, 449.620392
3.401999, 440.780823
3.403514, 434.905945
3.405029, 432.920441
3.406543, 431.397308
3.408058, 438.196960
3.409573, 441.297607
3.411088, 442.956726
3.412602, 445.350220
3.414117, 444.099060
3.415632, 442.902344
3.417146, 436.293060
3.418661, 426.637543
3.420176, 419.348328
3.421690, 419.892303
3.423205, 423.346527
3.424720, 424.461670
3.426234, 420.082703
3.427749, 417.254028
3.429264, 417.226837
3.430779, 411.759918
3.432293, 411.406342
3.433808, 415.622101
3.435323, 416.356476
3.436837, 413.799805
3.438352, 414.561371
3.439867, 415.758118
3.441381, 416.002899
3.442896, 415.159729
3.444411, 419.021942
3.445925, 423.237732
3.447440, 423.319336
3.448955, 423.237732
3.450470, 425.522400
3.451984, 427.807098
3.453499, 435.232330
3.455014, 441.243225
3.456528, 447.934082
3.458043, 452.394653
3.459558, 451.877869
3.461072, 452.095459
3.462587, 451.524292
3.464102, 444.833435
3.465616, 442.303955
3.467131, 441.787201
3.468646, 439.502502
3.470161, 438.441742
3.471675, 440.780823
3.473190, 441.216003
3.474705, 442.766327
3.476219, 443.500702
3.477734, 447.172516
3.479249, 446.084564
3.480763, 440.862427
3.482278, 435.939484
3.483793, 434.443573
3.485308, 435.041931
3.486822, 439.203308
3.488337, 442.929535
3.489852, 444.126282
3.491366, 442.222351
3.492881, 440.916840
3.494396, 437.353821
3.495910, 432.920441
3.497425, 428.296661
3.498940, 425.712799
3.500454, 421.034637
3.501969, 416.410889
3.503484, 414.316589
3.504999, 418.396362
3.506513, 422.530579
3.508028, 420.789856
3.509543, 421.497009
3.511057, 427.752686
3.512572, 431.152527
3.514087, 438.768127
3.515601, 448.668427
3.517116, 458.106354
3.518631, 462.213348
3.520145, 460.064667
3.521660, 458.296753
3.523175, 460.907806
3.524690, 462.077362
3.526204, 461.288605
3.527719, 458.922333
3.529234, 459.765472
3.530748, 460.119049
3.532263, 461.288605
3.533778, 460.255035
3.535292, 457.562378
3.536807, 455.114502
3.538322, 449.022034
3.539836, 443.963074
3.541351, 442.222351
3.542866, 435.721893
3.544381, 433.355621
3.545895, 436.510651
3.547410, 444.643036
3.548925, 453.944977
3.550439, 460.146271
3.551954, 458.568726
3.553469, 452.340240
3.554983, 450.327545
3.556498, 457.888763
3.558013, 459.928680
3.559527, 453.727386
3.561042, 445.703796
3.562557, 440.780823
3.564072, 437.952179
3.565586, 439.203308
3.567101, 442.494354
3.568616, 451.497101
3.570130, 465.721985
3.571645, 475.214294
3.573160, 474.615936
3.574674, 470.182556
3.576189, 466.755524
3.577704, 468.904205
3.579219, 473.201599
3.580733, 488.813599
3.582248, 503.990417
3.583763, 516.501770
3.585277, 525.341370
3.586792, 533.800110
3.588307, 539.348633
3.589821, 543.618835
3.591336, 546.529053
3.592851, 549.874512
3.594365, 557.544495
3.595880, 571.470215
3.597395, 578.269836
3.598910, 578.052246
3.600424, 577.698669
3.601939, 579.031433
3.603454, 579.629822
3.604968, 587.762207
3.606483, 594.235474
3.607998, 604.734131
3.609512, 609.385071
3.611027, 610.092224
3.612542, 611.343384
3.614056, 620.291748
3.615571, 626.819397
3.617086, 625.377869
3.618601, 623.229187
3.620115, 630.545593
3.621630, 638.188416
3.623145, 654.589172
3.624659, 668.324524
3.626174, 671.887512
3.627689, 666.311768
3.629203, 661.144043
3.630718, 654.697998
3.632233, 654.888367
3.633747, 652.304504
3.635262, 650.183044
3.636777, 651.678955
3.638292, 661.252869
3.639806, 668.406067
3.641321, 680.781433
3.642836, 685.921997
3.644350, 688.723450
3.645865, 682.685364
3.647380, 685.160461
3.648894, 686.737976
3.650409, 688.233887
3.651924, 686.574768
3.653439, 683.011719
3.654953, 677.109619
3.656468, 684.507690
3.657983, 693.673584
3.659497, 701.126038
3.661012, 690.164978
3.662527, 676.239319
3.664041, 657.173035
3.665556, 648.469482
3.667071, 634.244629
3.668585, 632.612732
3.670100, 619.557373
3.671615, 619.666138
3.673130, 609.956238
3.674644, 607.372375
3.676159, 600.491150
3.677674, 600.790344
3.679188, 589.122131
3.680703, 582.431274
3.682218, 565.976074
3.683732, 556.402161
3.685247, 549.140137
3.686762, 549.085754
3.688276, 543.836426
3.689791, 541.334106
3.691306, 538.233521
3.692821, 545.305115
3.694335, 547.372253
3.695850, 556.674133
3.697365, 562.603455
3.698879, 582.349670
3.700394, 593.392273
3.701909, 603.374207
3.703423, 601.171082
3.704938, 603.890991
3.706453, 604.434937
3.707967, 614.933594
3.709482, 623.909119
3.710997, 636.882874
3.712512, 640.745117
3.714026, 644.988098
3.715541, 646.375183
3.717056, 653.446838
3.718570, 662.449585
3.720085, 677.517639
3.721600, 684.861267
3.723114, 692.504089
3.724629, 698.514954
3.726144, 709.448792
3.727658, 713.718994
3.729173, 722.830505
3.730688, 728.868652
3.732203, 736.039795
3.733717, 736.612610
3.735232, 737.134583
3.736747, 737.588806
3.738261, 738.000061
3.739776, 738.449341
3.741291, 738.989563
3.742805, 739.601929
3.744320, 740.230835
3.745835, 740.855103
3.747350, 741.500183
3.748864, 742.165710
3.750379, 742.788513
3.751894, 743.283752
3.753408, 743.633179
3.754923, 743.912537
3.756438, 744.184570
3.757952, 744.439514
3.759467, 744.644470
3.760982, 744.755310
3.762496, 744.731628
3.764011, 744.574951
3.765526, 744.316895
3.767040, 744.006958
3.768555, 743.701111
3.770070, 743.403687
3.771585, 743.094116
3.773099, 742.815002
3.774614, 742.620789
3.776129, 742.523926
3.777643, 742.520996
3.779158, 742.592041
3.780673, 742.710449
3.782187, 742.856018
3.783702, 743.004028
3.785217, 743.115662
3.786731, 743.153442
3.788246, 743.135986
3.789761, 743.119080
3.791276, 743.113892
3.792790, 743.093567
3.794305, 743.012390
3.795820, 742.794128
3.797334, 742.385498
3.798849, 741.806152
3.800364, 741.132996
3.801878, 740.463745
3.803393, 739.894653
3.804908, 739.519714
3.806422, 739.403748
3.807937, 739.545654
3.809452, 739.900452
3.810966, 740.416504
3.812481, 741.044312
3.813996, 741.749634
3.815511, 742.497375
3.817025, 743.233765
3.818540, 743.918396
3.820055, 744.552856
3.821569, 745.184631
3.823084, 745.880310
3.824599, 746.689941
3.826113, 747.603027
3.827628, 748.544128
3.829143, 749.481140
3.830657, 750.446045
3.832172, 751.444641
3.833687, 752.433350
3.835202, 753.358093
3.836716, 754.233826
3.838231, 755.118225
3.839746, 755.960815
3.841260, 756.605774
3.842775, 756.991516
3.844290, 757.217163
3.845804, 757.395386
3.847319, 757.602844
